emprestimo_id;cliente_id;valor_emprestado;valor_parcela;num_parcelas;taxa_juros;data_concessao;status
8384;2757;6669.06;1150.19;6;3.48;2024-11-25;QUITADO
8385;5635;45262.3;3819.76;12;1.27;2023-09-07;QUITADO
8386;9798;1620.18;35.04;48;3.82;2022-06-30;ATIVO
8387;390;3275.49;92.7;36;1.88;2021-05-14;QUITADO
8388;9013;17022.93;724.68;24;2.17;2023-12-29;QUITADO
8389;6833;18296.66;518.35;36;1.99;2023-01-18;QUITADO
8390;8669;48562.98;8172.34;6;0.97;2022-01-17;QUITADO
8391;6649;7905.57;167.71;48;1.83;2023-04-03;QUITADO
8392;8801;9440.1;401.4;24;2.05;2024-01-30;ATIVO
8393;6993;9262.45;197.66;48;2.43;2024-07-06;ATIVO
8394;5942;2678.54;237.74;12;6.51;2023-11-03;ATIVO
8395;9721;47141.07;3971.24;12;1.09;2021-03-17;ATIVO
8396;3869;34657.05;5841.45;6;1.13;2023-08-01;QUITADO
8397;9173;6009.06;132.52;48;5.86;2021-05-22;INADIMPLENTE
8398;4808;1318.52;78.23;18;6.8;2022-08-17;QUITADO
8399;3359;1176.1;50.25;24;2.55;2024-05-26;QUITADO
8400;4731;18906.45;3238.67;6;2.78;2021-08-19;ATIVO
8401;272;10164.96;218.08;48;2.98;2024-04-15;QUITADO
8402;9748;691.39;40.88;18;6.44;2024-04-11;INADIMPLENTE
8403;5074;909.84;19.68;48;3.81;2021-05-07;QUITADO
8404;5169;5739.74;126.13;48;5.48;2021-05-27;ATIVO
8405;3105;16306.45;466.36;36;2.96;2021-12-21;QUITADO
8406;3230;2624.22;78.73;36;8.0;2022-03-02;ATIVO
8407;335;7682.13;442.02;18;3.57;2021-04-26;INADIMPLENTE
8408;8799;1141.99;204.61;6;7.5;2021-05-01;QUITADO
8409;193;5534.34;324.56;18;5.56;2024-11-03;INADIMPLENTE
8410;9564;2425.76;139.4;18;3.44;2023-01-29;ATIVO
8411;3696;14766.21;831.42;18;1.35;2023-12-06;QUITADO
8412;8044;11443.05;1955.43;6;2.53;2023-03-04;QUITADO
8413;3839;6280.75;275.75;24;5.37;2023-01-03;ATIVO
8414;2482;6078.2;347.1;18;2.79;2023-12-06;ATIVO
8415;7487;47175.5;2646.02;18;0.96;2023-04-06;ATIVO
8416;9183;7672.43;432.81;18;1.54;2021-09-27;ATIVO
8417;4557;10008.45;215.52;48;3.36;2021-11-16;QUITADO
8418;8819;15790.3;445.77;36;1.63;2023-03-07;ATIVO
8419;4575;7734.61;1340.92;6;4.02;2021-08-29;ATIVO
8420;3700;14477.7;1226.5;12;1.66;2023-08-23;QUITADO
8421;2638;2420.41;144.3;18;7.31;2024-06-16;ATIVO
8422;69;1338.97;58.23;24;4.37;2021-08-04;QUITADO
8423;6360;23983.77;1349.09;18;1.25;2021-01-22;QUITADO
8424;3487;47919.98;2021.42;24;1.24;2022-01-18;ATIVO
8425;6698;7607.5;1310.9;6;3.39;2024-12-02;ATIVO
8426;6092;4801.3;812.78;6;1.57;2022-01-18;ATIVO
8427;4795;3790.34;219.33;18;4.16;2021-03-07;ATIVO
8428;6868;19780.61;1127.38;18;2.59;2021-12-29;ATIVO
8429;9742;650.01;18.93;36;4.85;2023-06-14;ATIVO
8430;5104;6551.71;184.36;36;1.3;2023-05-28;QUITADO
8431;5171;1462.47;129.83;12;6.53;2022-04-26;ATIVO
8432;8155;9461.05;1594.03;6;1.09;2024-04-07;ATIVO
8433;8896;5098.26;453.79;12;6.81;2021-06-02;QUITADO
8434;9237;4930.86;881.39;6;7.25;2024-12-15;ATIVO
8435;9572;6294.45;1125.34;6;7.27;2024-05-03;INADIMPLENTE
8436;2650;10596.31;907.04;12;2.72;2024-07-02;ATIVO
8437;1279;5804.69;170.16;36;5.53;2021-10-05;INADIMPLENTE
8438;5152;43038.76;907.94;48;1.26;2022-01-14;QUITADO
8439;6055;9501.82;541.23;18;2.53;2021-06-07;INADIMPLENTE
8440;8667;12231.98;694.3;18;2.17;2024-06-29;ATIVO
8441;5407;7762.9;164.64;48;1.8;2022-01-28;QUITADO
8442;4348;7284.75;1239.62;6;2.1;2021-11-01;ATIVO
8443;273;2454.49;215.42;12;5.32;2023-09-09;QUITADO
8444;4692;7526.34;327.99;24;4.59;2024-07-04;QUITADO
8445;2945;3452.86;152.76;24;6.18;2022-07-25;INADIMPLENTE
8446;4456;7090.45;1252.29;6;5.97;2022-11-16;ATIVO
8447;8545;39467.18;1105.63;36;0.85;2024-08-04;QUITADO
8448;3206;14277.94;612.52;24;2.96;2021-10-31;ATIVO
8449;4011;1917.69;42.82;48;7.19;2023-05-23;INADIMPLENTE
8450;1062;10456.04;297.68;36;2.49;2022-04-24;ATIVO
8451;8417;9654.82;275.78;36;2.83;2021-05-17;ATIVO
8452;307;1057.85;22.37;48;1.52;2021-10-03;ATIVO
8453;9313;903.56;26.26;36;4.63;2022-04-02;ATIVO
8454;911;2581.64;55.27;48;2.77;2022-03-25;ATIVO
8455;9263;15477.49;876.03;18;1.88;2023-07-20;ATIVO
8456;8834;7464.31;629.49;12;1.2;2024-10-07;ATIVO
8457;7614;9213.18;1566.24;6;2.0;2024-12-26;ATIVO
8458;4593;1729.82;303.41;6;5.24;2023-07-03;INADIMPLENTE
8459;4924;18423.95;527.9;36;3.15;2022-10-29;QUITADO
8460;5755;35564.41;1501.26;24;1.31;2024-08-12;ATIVO
8461;9756;3508.79;78.43;48;7.29;2024-02-26;QUITADO
8462;926;3638.56;108.77;36;7.62;2023-05-17;INADIMPLENTE
8463;4970;7831.64;1396.51;6;6.99;2024-02-10;INADIMPLENTE
8464;5783;13794.75;391.0;36;2.04;2021-02-25;ATIVO
8465;4749;13123.82;277.02;48;1.32;2024-10-07;QUITADO
8466;5723;4081.53;183.26;24;7.76;2022-03-20;ATIVO
8467;9701;1392.13;39.83;36;3.01;2023-05-05;ATIVO
8468;7241;6532.24;569.01;12;4.53;2024-04-09;QUITADO
8469;5926;19433.31;3326.01;6;2.69;2023-03-13;ATIVO
8470;6907;8683.65;370.07;24;2.28;2023-05-27;ATIVO
8471;10;5870.05;337.66;18;3.54;2021-02-10;ATIVO
8472;5526;6192.91;1044.23;6;1.17;2022-11-27;ATIVO
8473;2028;865.01;25.77;36;7.24;2021-04-20;ATIVO
8474;1069;1817.97;38.86;48;2.6;2024-06-27;QUITADO
8475;3410;1911.17;40.56;48;1.87;2024-04-24;INADIMPLENTE
8476;9765;6720.88;399.26;18;6.93;2023-01-30;QUITADO
8477;4759;46765.7;2634.99;18;1.42;2021-06-09;ATIVO
8478;7528;6116.06;1081.83;6;6.13;2021-09-17;ATIVO
8479;8977;3633.35;158.47;24;4.68;2021-04-09;ATIVO
8480;638;36462.48;1023.58;36;1.06;2024-07-25;ATIVO
8481;6834;31296.53;5285.46;6;1.33;2023-06-21;QUITADO
8482;5248;4859.46;106.6;48;5.3;2023-10-31;ATIVO
8483;8993;45421.5;2545.62;18;0.88;2024-06-05;ATIVO
8484;5436;14472.25;611.51;24;1.41;2023-12-05;INADIMPLENTE
8485;1789;607.61;53.01;12;4.69;2021-07-11;ATIVO
8486;6542;2593.12;57.01;48;5.52;2021-07-11;QUITADO
8487;2080;6251.18;280.99;24;7.88;2023-06-18;QUITADO
8488;9342;674.68;14.76;48;5.0;2024-09-29;ATIVO
8489;5119;17558.45;741.48;24;1.35;2022-11-26;QUITADO
8490;3224;1993.07;353.4;6;6.39;2022-11-12;ATIVO
8491;1999;3158.12;70.52;48;7.18;2021-09-28;ATIVO
8492;6715;5155.96;923.95;6;7.52;2024-01-08;ATIVO
8493;3101;4692.11;818.15;6;4.62;2022-02-10;INADIMPLENTE
8494;4061;7649.95;323.4;24;1.46;2023-10-13;ATIVO
8495;2391;9157.6;519.34;18;2.08;2023-03-22;QUITADO
8496;9163;7977.25;680.99;12;2.44;2022-10-28;ATIVO
8497;3699;44987.27;3803.67;12;1.46;2022-06-14;ATIVO
8498;9493;19638.6;841.35;24;2.82;2022-08-06;INADIMPLENTE
8499;7945;47033.75;1978.16;24;0.94;2021-01-03;QUITADO
8500;6154;4244.83;181.36;24;2.54;2024-01-23;ATIVO
8501;2321;16702.73;2828.05;6;1.59;2022-03-01;ATIVO
8502;6858;1167.48;205.71;6;5.72;2021-08-25;QUITADO
8503;3323;5255.09;906.59;6;3.51;2023-10-27;QUITADO
8504;587;5547.33;941.2;6;1.8;2023-04-10;INADIMPLENTE
8505;1467;5640.2;973.31;6;3.54;2024-03-27;ATIVO
8506;9557;10292.24;292.84;36;2.43;2024-01-01;QUITADO
8507;1561;3151.6;140.68;24;7.13;2023-03-28;QUITADO
8508;5549;638.57;27.64;24;3.88;2022-06-18;ATIVO
8509;5363;18020.12;3067.02;6;2.12;2022-07-29;ATIVO
8510;6478;12209.63;259.33;48;1.95;2024-10-07;QUITADO
8511;4622;17851.91;382.74;48;2.91;2021-06-03;INADIMPLENTE
8512;3134;13290.26;1133.77;12;2.37;2024-11-13;ATIVO
8513;2111;3996.79;173.63;24;4.26;2021-09-28;QUITADO
8514;2447;639.91;37.48;18;5.44;2024-08-20;QUITADO
8515;4653;18983.59;1630.69;12;3.08;2023-02-21;QUITADO
8516;7849;17137.06;483.36;36;1.54;2024-08-23;INADIMPLENTE
8517;6919;16108.84;913.73;18;2.1;2022-11-10;QUITADO
8518;6015;7271.28;160.77;48;6.13;2023-12-23;ATIVO
8519;7167;3372.95;99.45;36;6.14;2023-04-01;INADIMPLENTE
8520;9559;17597.36;505.0;36;3.31;2024-03-25;QUITADO
8521;9143;43241.48;913.75;48;1.43;2024-04-13;QUITADO
8522;1807;2558.21;224.95;12;5.52;2024-05-27;QUITADO
8523;6585;4491.81;403.66;12;7.84;2022-04-23;INADIMPLENTE
8524;8445;4673.44;206.27;24;5.93;2021-06-22;QUITADO
8525;9356;6770.84;387.71;18;3.07;2022-04-04;ATIVO
8526;5677;43125.11;910.21;48;1.31;2024-10-16;ATIVO
8527;7883;45679.87;1928.83;24;1.34;2024-08-12;QUITADO
8528;1911;5153.6;913.99;6;6.41;2023-11-15;ATIVO
8529;7298;3045.88;66.62;48;4.98;2023-08-17;INADIMPLENTE
8530;9409;24925.42;2102.46;12;1.22;2021-08-03;QUITADO
8531;1881;5138.53;292.78;18;2.56;2022-01-04;ATIVO
8532;7884;1304.71;111.9;12;2.92;2022-08-08;ATIVO
8533;2558;4152.86;178.85;24;3.36;2024-01-06;QUITADO
8534;120;3064.19;275.06;12;7.72;2022-08-28;QUITADO
8535;3948;7628.8;1338.85;6;5.3;2022-10-12;INADIMPLENTE
8536;9313;7823.76;676.82;12;3.81;2021-08-17;INADIMPLENTE
8537;1642;3698.74;164.75;24;6.9;2021-01-10;INADIMPLENTE
8538;5401;7485.35;334.31;24;7.19;2021-04-01;INADIMPLENTE
8539;3186;3335.71;144.41;24;3.9;2022-10-12;ATIVO
8540;3100;5162.62;151.69;36;5.78;2024-10-19;ATIVO
8541;4994;2828.25;61.41;48;4.22;2023-01-27;INADIMPLENTE
8542;3460;21223.99;1793.25;12;1.39;2024-03-26;QUITADO
8543;2940;6634.9;385.12;18;4.48;2024-12-09;INADIMPLENTE
8544;145;1788.6;38.3;48;2.78;2022-09-08;QUITADO
8545;4501;12894.13;2212.2;6;2.94;2024-11-12;ATIVO
8546;2031;11910.96;506.07;24;1.97;2022-02-01;ATIVO
8547;9983;18198.1;388.79;48;2.55;2022-06-04;QUITADO
8548;1896;19020.97;810.37;24;2.25;2024-05-19;ATIVO
8549;2129;4423.81;262.73;18;6.9;2022-08-26;ATIVO
8550;6227;8434.74;1443.89;6;2.71;2021-10-09;QUITADO
8551;7982;3533.2;208.5;18;6.22;2022-04-07;ATIVO
8552;8806;4669.2;405.91;12;4.32;2021-06-07;INADIMPLENTE
8553;9121;18775.69;3197.81;6;2.19;2023-09-09;QUITADO
8554;7353;7190.22;1241.15;6;3.57;2024-06-19;ATIVO
8555;4969;6538.26;184.49;36;1.58;2024-11-26;QUITADO
8556;3857;3686.23;649.58;6;5.73;2021-06-05;INADIMPLENTE
8557;6022;10796.68;229.92;48;2.22;2022-04-08;QUITADO
8558;9362;2290.61;136.93;18;7.6;2022-10-15;ATIVO
8559;7079;32278.05;2712.7;12;0.85;2024-05-19;QUITADO
8560;5411;6079.01;364.61;18;7.96;2022-07-14;ATIVO
8561;1898;10651.09;914.31;12;3.01;2023-10-14;ATIVO
8562;6544;9862.27;207.91;48;1.19;2023-10-04;ATIVO
8563;373;14461.16;1241.37;12;3.01;2022-12-18;ATIVO
8564;3530;41124.73;2303.44;18;0.82;2022-04-01;QUITADO
8565;8115;1496.59;132.04;12;5.87;2024-05-03;ATIVO
8566;5787;5549.88;121.52;48;5.1;2024-12-27;INADIMPLENTE
8567;4278;9422.39;404.81;24;3.11;2023-07-05;QUITADO
8568;9320;7325.91;1250.17;6;2.39;2021-03-12;QUITADO
8569;903;1925.83;42.93;48;7.0;2022-10-15;ATIVO
8570;7426;7308.47;160.91;48;5.68;2024-07-18;QUITADO
8571;7360;3378.42;605.41;6;7.52;2024-08-28;QUITADO
8572;658;17313.94;1470.82;12;1.94;2022-03-21;QUITADO
8573;7688;1009.72;90.87;12;7.99;2022-06-03;ATIVO
8574;1025;1134.01;66.54;18;5.62;2021-07-10;QUITADO
8575;1567;6009.38;537.04;12;7.24;2024-06-15;QUITADO
8576;6150;3618.07;632.68;6;4.92;2024-08-06;QUITADO
8577;3475;7107.27;155.09;48;4.74;2021-11-17;ATIVO
8578;2989;16899.21;1428.97;12;1.47;2023-05-04;ATIVO
8579;208;7498.43;319.0;24;2.1;2023-12-17;QUITADO
8580;5182;9542.43;539.78;18;1.82;2023-10-12;ATIVO
8581;6132;7707.79;324.79;24;1.13;2021-05-20;QUITADO
8582;1916;7343.09;1281.0;6;4.67;2021-06-13;ATIVO
8583;1972;2411.87;424.97;6;5.72;2024-05-04;QUITADO
8584;6360;6154.29;129.57;48;1.06;2021-05-04;ATIVO
8585;1067;14839.79;1256.68;12;1.62;2022-11-02;QUITADO
8586;7984;4330.65;380.23;12;5.36;2024-10-18;QUITADO
8587;2323;12409.69;528.24;24;2.16;2021-09-16;ATIVO
8588;7728;5738.72;163.22;36;2.39;2023-08-29;ATIVO
8589;9682;8266.08;470.52;18;2.46;2021-01-01;ATIVO
8590;2927;6655.57;282.22;24;1.77;2021-09-06;ATIVO
8591;8723;3175.11;270.07;12;2.07;2023-07-15;ATIVO
8592;5010;7085.55;618.39;12;4.73;2023-12-25;QUITADO
8593;9749;4104.18;234.37;18;2.79;2024-08-13;QUITADO
8594;3355;48385.01;4086.11;12;1.34;2024-03-13;ATIVO
8595;6341;13684.92;581.32;24;1.95;2023-01-12;ATIVO
8596;7304;3907.06;228.45;18;5.25;2022-11-30;ATIVO
8597;7639;2438.43;216.47;12;6.53;2022-09-17;ATIVO
8598;3352;7764.86;228.91;36;6.13;2022-05-21;INADIMPLENTE
8599;2870;3209.37;189.39;18;6.22;2022-11-06;QUITADO
8600;4447;5425.27;118.19;48;4.57;2021-12-14;ATIVO
8601;1456;868.21;25.16;36;4.32;2022-06-21;QUITADO
8602;2778;7302.18;415.33;18;2.38;2023-10-11;ATIVO
8603;9668;21112.29;446.04;48;1.41;2024-12-01;QUITADO
8604;9310;5461.76;118.79;48;4.4;2021-01-23;ATIVO
8605;5570;4716.46;102.0;48;3.81;2023-08-18;ATIVO
8606;7261;14133.44;401.51;36;2.27;2021-12-03;ATIVO
8607;1211;2186.3;187.97;12;3.17;2023-11-14;ATIVO
8608;2440;7285.25;643.11;12;5.93;2023-11-30;QUITADO
8609;339;6884.67;403.63;18;5.53;2024-11-13;ATIVO
8610;4396;2535.65;55.91;48;5.83;2022-06-30;INADIMPLENTE
8611;681;3497.62;99.05;36;1.95;2024-06-23;QUITADO
8612;25;9856.82;211.26;48;2.88;2022-05-07;ATIVO
8613;824;2830.49;249.96;12;5.97;2022-07-29;QUITADO
8614;4115;5114.68;294.86;18;3.77;2024-01-02;ATIVO
8615;1280;6729.32;288.88;24;3.03;2023-11-22;QUITADO
8616;1060;5769.56;127.24;48;5.86;2024-06-23;ATIVO
8617;9170;30108.63;847.22;36;1.3;2021-04-06;ATIVO
8618;2232;9576.2;818.61;12;2.58;2022-06-07;QUITADO
8619;7679;1805.74;162.1;12;7.72;2022-09-22;ATIVO
8620;5535;25940.74;4371.45;6;1.11;2022-12-20;ATIVO
8621;1311;9665.97;412.37;24;2.39;2024-01-05;ATIVO
8622;4684;7169.34;1241.25;6;3.88;2023-04-07;ATIVO
8623;5307;38324.95;3222.81;12;0.91;2023-02-14;ATIVO
8624;6160;43013.48;3636.43;12;1.45;2023-12-17;ATIVO
8625;1877;13886.98;781.61;18;1.31;2021-02-11;ATIVO
8626;8780;19645.81;3369.26;6;2.9;2024-03-11;ATIVO
8627;5234;1380.26;61.31;24;6.61;2023-05-01;INADIMPLENTE
8628;4308;14648.19;630.06;24;3.23;2021-12-14;ATIVO
8629;9852;5557.47;242.91;24;4.9;2024-06-18;QUITADO
8630;532;28522.45;802.67;36;1.31;2024-08-09;ATIVO
8631;1756;26578.34;1121.94;24;1.31;2021-12-19;ATIVO
8632;2609;2443.94;210.53;12;3.37;2022-01-04;ATIVO
8633;9991;11820.46;251.48;48;2.12;2024-07-14;ATIVO
8634;1565;5895.03;250.19;24;1.86;2024-08-28;ATIVO
8635;348;18639.49;803.44;24;3.45;2023-06-21;QUITADO
8636;4545;14051.99;2379.0;6;1.58;2023-03-15;ATIVO
8637;4004;2748.04;157.52;18;3.18;2023-11-29;ATIVO
8638;7282;21168.83;595.49;36;1.27;2021-10-16;QUITADO
8639;1045;4525.83;99.0;48;5.0;2021-12-20;ATIVO
8640;9499;6993.51;593.75;12;1.88;2024-05-08;QUITADO
8641;5815;49148.88;8285.68;6;1.15;2024-06-24;QUITADO
8642;1148;6188.49;538.14;12;4.35;2023-06-24;QUITADO
8643;4504;3058.39;266.54;12;4.58;2022-08-09;ATIVO
8644;6699;17567.49;2999.94;6;2.46;2021-05-15;QUITADO
8645;2057;19161.0;1613.36;12;1.04;2022-01-06;ATIVO
8646;2395;4680.29;140.11;36;7.77;2022-11-14;ATIVO
8647;6687;2749.5;77.65;36;1.67;2021-01-04;ATIVO
8648;9481;695.07;30.56;24;5.53;2023-08-25;ATIVO
8649;6073;7813.57;231.02;36;6.44;2022-02-09;QUITADO
8650;1589;1377.27;246.12;6;7.22;2023-03-13;ATIVO
8651;2397;6656.98;573.06;12;3.3;2024-02-08;QUITADO
8652;5150;23011.15;1290.41;18;0.94;2021-11-27;QUITADO
8653;6244;19766.67;1683.46;12;2.2;2023-01-09;ATIVO
8654;5674;5707.74;124.38;48;4.6;2021-12-25;QUITADO
8655;9029;1164.1;207.93;6;7.17;2021-11-25;QUITADO
8656;8707;2749.33;120.31;24;5.02;2023-07-13;ATIVO
8657;519;6918.67;1210.42;6;4.97;2022-08-22;ATIVO
8658;2934;5513.94;325.05;18;6.11;2024-03-15;QUITADO
8659;7046;15374.93;660.03;24;3.03;2021-03-28;INADIMPLENTE
8660;4586;5771.61;251.43;24;4.55;2021-01-04;QUITADO
8661;9758;11124.32;236.9;48;2.22;2021-09-15;QUITADO
8662;6873;1971.33;345.51;6;5.16;2021-05-18;ATIVO
8663;7449;16230.63;1397.19;12;3.3;2022-11-07;ATIVO
8664;4228;3412.64;298.26;12;4.88;2023-03-23;ATIVO
8665;9654;12705.48;364.4;36;3.25;2024-11-06;ATIVO
8666;9771;7795.92;347.96;24;7.12;2023-10-23;ATIVO
8667;5727;3645.18;213.55;18;5.45;2024-10-02;ATIVO
8668;7633;6879.13;195.14;36;2.12;2023-11-06;ATIVO
8669;1242;6366.11;268.99;24;1.41;2022-02-02;ATIVO
8670;8514;6379.89;284.12;24;6.88;2022-01-31;QUITADO
8671;526;5253.19;232.1;24;6.04;2024-12-24;ATIVO
8672;9255;2560.65;76.13;36;7.03;2022-08-27;ATIVO
8673;811;12586.71;1067.67;12;1.79;2021-06-06;INADIMPLENTE
8674;5320;6721.31;387.97;18;3.9;2023-07-05;QUITADO
8675;1167;2093.59;45.66;48;4.68;2022-11-30;ATIVO
8676;9321;12438.97;526.58;24;1.6;2024-01-14;QUITADO
8677;3271;2135.32;61.27;36;3.3;2022-03-01;ATIVO
8678;6366;1507.93;265.8;6;5.76;2021-07-13;ATIVO
8679;2189;638.91;18.48;36;4.12;2021-11-06;ATIVO
8680;6150;5113.92;454.93;12;6.75;2024-04-18;ATIVO
8681;2282;7789.53;1387.96;6;6.91;2021-08-03;QUITADO
8682;3905;5116.05;107.71;48;1.06;2024-10-19;ATIVO
8683;7794;5162.59;309.44;18;7.89;2023-10-01;ATIVO
8684;6940;2493.89;71.68;36;3.47;2021-05-05;QUITADO
8685;7547;48967.5;1378.03;36;1.31;2021-03-12;ATIVO
8686;1586;785.91;17.65;48;7.78;2021-03-05;QUITADO
8687;3141;19475.99;411.88;48;1.51;2024-11-28;QUITADO
8688;108;3650.22;637.09;6;4.72;2021-06-12;QUITADO
8689;2851;15607.02;2682.07;6;3.11;2022-07-16;QUITADO
8690;1598;2301.87;400.72;6;4.45;2023-01-03;ATIVO
8691;3813;13821.34;2330.05;6;1.15;2021-08-09;QUITADO
8692;8937;19729.3;1115.14;18;1.74;2024-03-22;QUITADO
8693;6055;12995.8;276.59;48;2.16;2024-08-17;QUITADO
8694;7545;4834.44;107.06;48;6.3;2023-08-29;QUITADO
8695;692;48593.27;1366.28;36;1.22;2023-02-16;QUITADO
8696;8994;49678.65;1399.14;36;1.39;2024-09-09;ATIVO
8697;8619;6982.13;603.43;12;3.71;2023-02-16;INADIMPLENTE
8698;8613;27054.72;1138.55;24;1.0;2022-10-12;QUITADO
8699;9597;4767.37;856.46;6;7.79;2023-01-25;ATIVO
8700;9816;6749.95;145.49;48;3.46;2022-02-22;INADIMPLENTE
8701;3666;6127.64;172.51;36;1.35;2021-02-25;QUITADO
8702;6864;19753.96;850.08;24;3.28;2023-12-01;ATIVO
8703;3935;6172.42;355.12;18;3.56;2024-09-17;ATIVO
8704;1121;15095.99;2564.56;6;1.93;2024-07-02;QUITADO
8705;9174;2076.59;121.4;18;5.23;2023-01-16;ATIVO
8706;4232;19677.89;421.27;48;2.76;2022-07-01;QUITADO
8707;9125;4196.76;376.06;12;7.53;2021-05-01;ATIVO
8708;2875;12084.42;2044.48;6;1.51;2021-08-27;INADIMPLENTE
8709;1983;3010.77;65.97;48;5.17;2021-03-01;ATIVO
8710;9973;13058.01;733.06;18;1.05;2023-06-04;ATIVO
8711;2342;46717.99;986.14;48;1.32;2024-02-23;ATIVO
8712;3263;43630.65;919.7;48;1.18;2024-11-10;ATIVO
8713;867;11250.51;644.65;18;3.14;2024-05-05;ATIVO
8714;6983;6029.84;343.33;18;2.49;2024-02-04;ATIVO
8715;4284;19870.77;1119.61;18;1.42;2021-07-19;QUITADO
8716;662;11833.24;1014.4;12;2.87;2021-11-30;ATIVO
8717;9477;736.92;43.7;18;6.73;2024-07-31;QUITADO
8718;4709;39052.36;825.14;48;1.42;2022-08-16;ATIVO
8719;5150;46024.7;1289.59;36;0.87;2022-02-24;QUITADO
8720;934;11769.32;250.69;48;2.24;2021-01-04;ATIVO
8721;756;5329.6;154.8;36;4.56;2021-05-31;ATIVO
8722;9769;6607.42;293.53;24;6.62;2023-10-17;ATIVO
8723;9319;1504.55;32.09;48;2.38;2023-01-08;QUITADO
8724;8786;49202.95;2758.37;18;0.91;2024-10-17;QUITADO
8725;8503;7821.34;229.8;36;5.77;2021-03-29;ATIVO
8726;5077;7966.36;231.64;36;4.68;2022-06-18;QUITADO
8727;4986;605.08;17.51;36;4.15;2024-10-18;INADIMPLENTE
8728;2205;12152.44;1041.26;12;2.82;2022-10-31;ATIVO
8729;2387;15966.79;342.79;48;3.05;2022-10-27;ATIVO
8730;8124;40584.54;1140.2;36;1.14;2024-01-20;ATIVO
8731;1348;10086.9;853.94;12;1.59;2023-07-16;QUITADO
8732;9322;15278.94;1304.31;12;2.44;2021-04-16;ATIVO
8733;4888;4638.33;135.49;36;5.16;2023-04-19;ATIVO
8734;3138;5658.33;166.68;36;6.05;2022-12-28;ATIVO
8735;1651;2169.45;122.83;18;1.91;2023-12-02;QUITADO
8736;7954;29804.76;2511.55;12;1.12;2022-06-09;ATIVO
8737;2947;5921.05;354.9;18;7.89;2024-11-16;QUITADO
8738;5111;46589.02;7862.67;6;1.26;2022-10-17;QUITADO
8739;1744;8235.35;1384.09;6;0.84;2022-05-13;ATIVO
8740;1327;14480.21;2483.84;6;2.92;2023-10-10;ATIVO
8741;7702;517.66;30.9;18;7.45;2023-11-21;ATIVO
8742;7144;6783.98;145.77;48;3.14;2021-08-12;QUITADO
8743;2730;6282.2;139.73;48;6.76;2021-10-04;ATIVO
8744;1176;13643.39;389.82;36;2.86;2021-08-01;QUITADO
8745;722;14777.58;833.46;18;1.52;2024-10-21;QUITADO
8746;2941;2887.45;252.56;12;4.96;2024-12-04;INADIMPLENTE
8747;2876;3776.05;215.32;18;2.64;2023-06-03;QUITADO
8748;4581;2516.98;217.82;12;3.85;2024-09-20;INADIMPLENTE
8749;2850;15499.93;333.96;48;3.42;2024-03-01;ATIVO
8750;1130;959.34;169.39;6;5.94;2024-06-07;ATIVO
8751;7907;1469.02;85.17;18;4.36;2021-10-26;QUITADO
8752;8577;1309.04;57.9;24;6.15;2021-08-13;ATIVO
8753;4410;17811.61;1006.55;18;1.72;2023-11-21;ATIVO
8754;3523;3993.45;86.06;48;3.44;2021-03-19;ATIVO
8755;9122;15239.68;1304.26;12;2.7;2024-10-18;ATIVO
8756;9982;1072.97;188.4;6;5.35;2023-03-06;INADIMPLENTE
8757;1622;3596.98;80.32;48;7.18;2024-02-29;QUITADO
8758;1565;2672.8;56.85;48;2.1;2024-07-28;QUITADO
8759;4938;2463.31;208.6;12;1.62;2024-12-24;ATIVO
8760;3550;7828.45;1362.54;6;4.43;2021-09-09;QUITADO
8761;2853;4847.78;212.88;24;5.39;2022-11-22;QUITADO
8762;5148;12887.26;555.55;24;3.46;2024-08-25;QUITADO
8763;26;5669.01;483.9;12;2.43;2024-01-29;QUITADO
8764;2522;6491.12;577.55;12;6.77;2023-03-07;ATIVO
8765;1852;1245.81;109.81;12;5.77;2022-09-22;ATIVO
8766;9798;7181.96;627.04;12;4.77;2023-11-01;ATIVO
8767;2797;4150.0;89.57;48;3.6;2024-05-19;ATIVO
8768;9085;19120.19;1613.27;12;1.25;2023-11-16;ATIVO
8769;9590;43683.24;1228.83;36;1.27;2024-08-05;ATIVO
8770;3214;5975.9;343.81;18;3.56;2021-01-16;INADIMPLENTE
8771;7681;7276.67;161.1;48;6.27;2022-07-08;ATIVO
8772;5020;13180.47;559.18;24;1.82;2024-01-18;ATIVO
8773;6283;1643.03;71.57;24;4.54;2023-10-05;QUITADO
8774;8195;1499.3;42.42;36;1.86;2023-10-02;ATIVO
8775;6256;2650.15;460.82;6;4.33;2021-04-14;QUITADO
8776;8211;8080.95;1389.52;6;3.17;2022-12-18;QUITADO
8777;8956;7288.8;216.32;36;6.84;2023-11-09;INADIMPLENTE
8778;6408;15241.98;2616.54;6;3.0;2023-02-04;QUITADO
8779;4462;1183.07;69.03;18;5.03;2024-04-29;INADIMPLENTE
8780;5004;19518.68;1108.34;18;2.21;2021-12-09;QUITADO
8781;1445;2419.89;53.59;48;6.3;2022-10-13;ATIVO
8782;6196;9321.27;783.76;12;0.9;2021-09-20;QUITADO
8783;2372;3689.46;105.15;36;2.6;2023-09-10;QUITADO
8784;4537;5524.98;165.24;36;7.67;2024-01-01;ATIVO
8785;9287;1715.78;148.37;12;3.77;2024-06-18;ATIVO
8786;8995;7468.84;646.3;12;3.84;2023-02-26;ATIVO
