evento_id;cliente_id;emprestimo_id;tipo_evento;data_evento;valor_em_risco
2231;7270;7800;ATRASO_60;2023-06-21;6175.21
2232;1307;7811;ATRASO_30;2023-02-05;4910.4
2233;1307;7811;ATRASO_60;2023-03-07;3928.32
2234;1307;7811;CALOTE;2023-05-06;1964.16
2235;7211;7825;ATRASO_30;2023-04-03;5372.72
2236;7211;7825;ATRASO_90;2023-06-02;3223.63
2237;7211;7825;CALOTE;2023-07-02;2149.09
2238;6813;7828;ATRASO_30;2022-08-03;3383.79
2239;6179;7843;ATRASO_30;2022-11-24;2560.08
2240;6179;7843;ATRASO_60;2022-12-24;2048.06
2241;6179;7843;ATRASO_90;2023-01-23;1536.05
2242;3939;7850;ATRASO_60;2022-10-06;1054.95
2243;3939;7850;CALOTE;2022-12-05;527.48
2244;1205;7857;ATRASO_30;2021-10-28;12069.8
2245;1205;7857;ATRASO_60;2021-11-27;9655.84
2246;1205;7857;CALOTE;2022-01-26;4827.92
2247;6936;7880;ATRASO_60;2024-04-21;4455.78
2248;6936;7880;ATRASO_90;2024-05-21;3341.84
2249;6936;7880;CALOTE;2024-06-20;2227.89
2250;4594;7881;ATRASO_30;2023-10-11;3290.59
2251;4594;7881;ATRASO_60;2023-11-10;2632.47
2252;4594;7881;ATRASO_90;2023-12-10;1974.35
2253;4594;7881;CALOTE;2024-01-09;1316.24
2254;5257;7885;ATRASO_30;2024-07-07;7123.87
2255;5257;7885;ATRASO_60;2024-08-06;5699.1
2256;5257;7885;ATRASO_90;2024-09-05;4274.32
2257;5257;7885;CALOTE;2024-10-05;2849.55
2258;9214;7888;ATRASO_30;2021-06-17;19666.05
2259;9214;7888;ATRASO_60;2021-07-17;15732.84
2260;9214;7888;ATRASO_90;2021-08-16;11799.63
2261;730;7890;ATRASO_30;2021-06-23;43288.11
2262;730;7890;ATRASO_60;2021-07-23;34630.49
2263;730;7890;CALOTE;2021-09-21;17315.24
2264;7205;7891;ATRASO_60;2024-04-25;1794.59
2265;7205;7891;ATRASO_90;2024-05-25;1345.94
2266;7205;7891;CALOTE;2024-06-24;897.3
2267;3075;7910;ATRASO_30;2021-10-09;609.36
2268;3075;7910;ATRASO_90;2021-12-08;365.62
2269;4208;7926;ATRASO_30;2023-06-29;7231.18
2270;4208;7926;ATRASO_60;2023-07-29;5784.94
2271;4208;7926;ATRASO_90;2023-08-28;4338.71
2272;5120;7932;ATRASO_60;2023-01-14;2200.46
2273;5120;7932;ATRASO_90;2023-02-13;1650.34
2274;4594;7959;ATRASO_60;2023-03-18;5761.64
2275;4594;7959;ATRASO_90;2023-04-17;4321.23
2276;4594;7959;CALOTE;2023-05-17;2880.82
2277;9805;7963;ATRASO_30;2024-06-01;2147.3
2278;9805;7963;ATRASO_60;2024-07-01;1717.84
2279;9805;7963;ATRASO_90;2024-07-31;1288.38
2280;9398;7968;ATRASO_90;2023-02-26;772.43
2281;1140;7983;ATRASO_30;2024-01-27;8579.11
2282;1140;7983;ATRASO_60;2024-02-26;6863.29
2283;2150;7985;ATRASO_30;2022-07-08;1617.84
2284;2150;7985;ATRASO_90;2022-09-06;970.7
2285;2150;7985;CALOTE;2022-10-06;647.14
2286;279;7986;ATRASO_30;2024-11-27;6342.77
2287;279;7986;CALOTE;2025-02-25;2537.11
2288;7580;7987;ATRASO_90;2023-12-17;3159.53
2289;7580;7987;CALOTE;2024-01-16;2106.35
2290;1443;8016;ATRASO_30;2022-12-09;7024.22
2291;1443;8016;ATRASO_60;2023-01-08;5619.38
2292;1443;8016;ATRASO_90;2023-02-07;4214.53
2293;1443;8016;CALOTE;2023-03-09;2809.69
2294;2452;8046;ATRASO_30;2022-05-23;7994.3
2295;2452;8046;ATRASO_60;2022-06-22;6395.44
2296;2452;8046;CALOTE;2022-08-21;3197.72
2297;5440;8075;CALOTE;2023-07-24;2286.77
2298;3153;8080;ATRASO_60;2021-07-05;2330.39
2299;3153;8080;CALOTE;2021-09-03;1165.2
2300;5524;8085;ATRASO_90;2022-11-16;17493.08
2301;5524;8085;CALOTE;2022-12-16;11662.05
2302;9446;8102;ATRASO_30;2021-09-01;8043.43
2303;9446;8102;ATRASO_60;2021-10-01;6434.74
2304;9446;8102;ATRASO_90;2021-10-31;4826.06
2305;9446;8102;CALOTE;2021-11-30;3217.37
2306;2207;8107;CALOTE;2024-01-18;2327.68
2307;2814;8127;ATRASO_30;2024-05-24;16842.22
2308;2814;8127;ATRASO_60;2024-06-23;13473.78
2309;2814;8127;CALOTE;2024-08-22;6736.89
2310;5319;8139;ATRASO_60;2024-06-01;3726.54
2311;5319;8139;ATRASO_90;2024-07-01;2794.91
2312;7309;8153;ATRASO_30;2022-01-07;1505.68
2313;7309;8153;ATRASO_60;2022-02-06;1204.54
2314;7309;8153;ATRASO_90;2022-03-08;903.41
2315;7309;8153;CALOTE;2022-04-07;602.27
2316;782;8165;ATRASO_60;2022-12-19;3999.22
2317;782;8165;CALOTE;2023-02-17;1999.61
2318;4542;8190;ATRASO_30;2021-12-09;15827.55
2319;4542;8190;ATRASO_60;2022-01-08;12662.04
2320;4542;8190;ATRASO_90;2022-02-07;9496.53
2321;4542;8190;CALOTE;2022-03-09;6331.02
2322;9121;8205;ATRASO_30;2021-03-03;3925.66
2323;9121;8205;ATRASO_60;2021-04-02;3140.53
2324;9121;8205;ATRASO_90;2021-05-02;2355.4
2325;9121;8205;CALOTE;2021-06-01;1570.26
2326;2922;8211;ATRASO_30;2023-02-07;3381.3
2327;2922;8211;ATRASO_60;2023-03-09;2705.04
2328;2922;8211;ATRASO_90;2023-04-08;2028.78
2329;2922;8211;CALOTE;2023-05-08;1352.52
2330;1160;8230;ATRASO_60;2023-10-04;4406.4
2331;1160;8230;ATRASO_90;2023-11-03;3304.8
2332;1160;8230;CALOTE;2023-12-03;2203.2
2333;3130;8232;ATRASO_30;2023-09-01;3330.71
2334;3130;8232;ATRASO_60;2023-10-01;2664.57
2335;3130;8232;ATRASO_90;2023-10-31;1998.43
2336;3130;8232;CALOTE;2023-11-30;1332.28
2337;8893;8233;ATRASO_30;2021-05-16;6634.43
2338;8893;8233;ATRASO_60;2021-06-15;5307.54
2339;8893;8233;ATRASO_90;2021-07-15;3980.66
2340;8893;8233;CALOTE;2021-08-14;2653.77
2341;6211;8236;ATRASO_30;2024-04-19;2175.14
2342;6211;8236;ATRASO_90;2024-06-18;1305.08
2343;6211;8236;CALOTE;2024-07-18;870.06
2344;5076;8250;ATRASO_30;2022-12-20;11098.96
2345;5076;8250;ATRASO_90;2023-02-18;6659.38
2346;5076;8250;CALOTE;2023-03-20;4439.58
2347;6028;8255;ATRASO_30;2023-01-14;5711.93
2348;6028;8255;ATRASO_60;2023-02-13;4569.54
2349;2154;8261;ATRASO_60;2023-10-10;6362.9
2350;2154;8261;ATRASO_90;2023-11-09;4772.18
2351;1684;8264;ATRASO_30;2022-03-27;5756.26
2352;1684;8264;ATRASO_60;2022-04-26;4605.01
2353;1684;8264;ATRASO_90;2022-05-26;3453.76
2354;1684;8264;CALOTE;2022-06-25;2302.5
2355;7090;8272;ATRASO_60;2023-12-11;5228.15
2356;7090;8272;ATRASO_90;2024-01-10;3921.11
2357;7090;8272;CALOTE;2024-02-09;2614.08
2358;3737;8283;ATRASO_30;2023-05-11;7224.39
2359;3737;8283;ATRASO_90;2023-07-10;4334.63
2360;3737;8283;CALOTE;2023-08-09;2889.76
2361;1475;8294;ATRASO_30;2025-01-27;5874.28
2362;1475;8294;ATRASO_90;2025-03-28;3524.57
2363;1475;8294;CALOTE;2025-04-27;2349.71
2364;4984;8299;ATRASO_30;2021-03-03;3912.36
2365;4984;8299;ATRASO_90;2021-05-02;2347.42
2366;4984;8299;CALOTE;2021-06-01;1564.94
2367;268;8313;ATRASO_30;2022-08-06;3583.68
2368;268;8313;ATRASO_60;2022-09-05;2866.94
2369;268;8313;ATRASO_90;2022-10-05;2150.21
2370;268;8313;CALOTE;2022-11-04;1433.47
2371;9038;8315;ATRASO_30;2022-07-20;2734.6
2372;9038;8315;ATRASO_60;2022-08-19;2187.68
2373;9038;8315;CALOTE;2022-10-18;1093.84
2374;5270;8316;ATRASO_60;2022-07-06;1337.2
2375;5270;8316;ATRASO_90;2022-08-05;1002.9
2376;5270;8316;CALOTE;2022-09-04;668.6
2377;674;8318;ATRASO_30;2021-10-23;704.22
2378;674;8318;ATRASO_60;2021-11-22;563.38
2379;674;8318;ATRASO_90;2021-12-22;422.53
2380;1643;8321;ATRASO_30;2024-04-06;5305.2
2381;1643;8321;CALOTE;2024-07-05;2122.08
2382;6421;8333;ATRASO_30;2022-01-01;3007.69
2383;6421;8333;ATRASO_60;2022-01-31;2406.15
2384;6421;8333;ATRASO_90;2022-03-02;1804.61
2385;9979;8335;ATRASO_60;2024-07-09;1273.48
2386;9979;8335;ATRASO_90;2024-08-08;955.11
2387;108;8337;ATRASO_60;2022-03-10;1572.9
2388;7669;8345;ATRASO_60;2025-01-07;6320.68
2389;7669;8345;ATRASO_90;2025-02-06;4740.51
2390;9939;8349;ATRASO_60;2024-10-13;557.7
2391;9939;8349;ATRASO_90;2024-11-12;418.27
2392;4472;8371;ATRASO_30;2024-11-18;4281.54
2393;4472;8371;ATRASO_60;2024-12-18;3425.23
2394;4472;8371;ATRASO_90;2025-01-17;2568.92
2395;4472;8371;CALOTE;2025-02-16;1712.62
2396;7356;8378;ATRASO_30;2022-11-03;7622.49
2397;7356;8378;ATRASO_60;2022-12-03;6097.99
2398;7356;8378;ATRASO_90;2023-01-02;4573.49
2399;7356;8378;CALOTE;2023-02-01;3049.0
2400;9173;8397;ATRASO_30;2021-06-21;6009.06
2401;9173;8397;ATRASO_60;2021-07-21;4807.25
2402;9173;8397;ATRASO_90;2021-08-20;3605.44
2403;9173;8397;CALOTE;2021-09-19;2403.62
2404;9748;8402;ATRASO_30;2024-05-11;691.39
2405;9748;8402;ATRASO_90;2024-07-10;414.83
2406;9748;8402;CALOTE;2024-08-09;276.56
2407;335;8407;ATRASO_30;2021-05-26;7682.13
2408;335;8407;ATRASO_60;2021-06-25;6145.7
2409;335;8407;CALOTE;2021-08-24;3072.85
2410;193;8409;ATRASO_60;2025-01-02;4427.47
2411;193;8409;ATRASO_90;2025-02-01;3320.6
2412;193;8409;CALOTE;2025-03-03;2213.74
2413;9572;8435;ATRASO_30;2024-06-02;6294.45
2414;9572;8435;ATRASO_60;2024-07-02;5035.56
2415;9572;8435;ATRASO_90;2024-08-01;3776.67
2416;1279;8437;ATRASO_30;2021-11-04;5804.69
2417;1279;8437;ATRASO_60;2021-12-04;4643.75
2418;6055;8439;ATRASO_30;2021-07-07;9501.82
2419;6055;8439;ATRASO_60;2021-08-06;7601.46
2420;2945;8445;ATRASO_30;2022-08-24;3452.86
2421;2945;8445;ATRASO_60;2022-09-23;2762.29
2422;2945;8445;CALOTE;2022-11-22;1381.14
2423;4011;8449;ATRASO_30;2023-06-22;1917.69
2424;4011;8449;ATRASO_60;2023-07-22;1534.15
2425;4011;8449;ATRASO_90;2023-08-21;1150.61
2426;4011;8449;CALOTE;2023-09-20;767.08
2427;4593;8458;ATRASO_30;2023-08-02;1729.82
2428;4593;8458;ATRASO_60;2023-09-01;1383.86
2429;4593;8458;ATRASO_90;2023-10-01;1037.89
2430;4593;8458;CALOTE;2023-10-31;691.93
2431;926;8462;ATRASO_30;2023-06-16;3638.56
2432;926;8462;ATRASO_60;2023-07-16;2910.85
2433;926;8462;ATRASO_90;2023-08-15;2183.14
2434;926;8462;CALOTE;2023-09-14;1455.42
2435;4970;8463;ATRASO_30;2024-03-11;7831.64
2436;4970;8463;ATRASO_60;2024-04-10;6265.31
2437;4970;8463;ATRASO_90;2024-05-10;4698.98
2438;3410;8475;ATRASO_30;2024-05-24;1911.17
2439;3410;8475;ATRASO_60;2024-06-23;1528.94
2440;3410;8475;ATRASO_90;2024-07-23;1146.7
2441;5436;8484;ATRASO_60;2024-02-03;11577.8
2442;5436;8484;ATRASO_90;2024-03-04;8683.35
2443;5436;8484;CALOTE;2024-04-03;5788.9
2444;3101;8493;ATRASO_30;2022-03-12;4692.11
2445;3101;8493;ATRASO_60;2022-04-11;3753.69
2446;3101;8493;ATRASO_90;2022-05-11;2815.27
2447;3101;8493;CALOTE;2022-06-10;1876.84
2448;9493;8498;ATRASO_30;2022-09-05;19638.6
2449;9493;8498;ATRASO_60;2022-10-05;15710.88
2450;9493;8498;ATRASO_90;2022-11-04;11783.16
2451;9493;8498;CALOTE;2022-12-04;7855.44
2452;587;8504;ATRASO_30;2023-05-10;5547.33
2453;587;8504;ATRASO_60;2023-06-09;4437.86
2454;587;8504;ATRASO_90;2023-07-09;3328.4
2455;4622;8511;ATRASO_30;2021-07-03;17851.91
2456;4622;8511;ATRASO_90;2021-09-01;10711.15
2457;4622;8511;CALOTE;2021-10-01;7140.76
2458;7849;8516;ATRASO_30;2024-09-22;17137.06
2459;7849;8516;CALOTE;2024-12-21;6854.82
2460;7167;8519;ATRASO_30;2023-05-01;3372.95
2461;7167;8519;ATRASO_90;2023-06-30;2023.77
2462;6585;8523;ATRASO_30;2022-05-23;4491.81
2463;6585;8523;ATRASO_60;2022-06-22;3593.45
2464;6585;8523;ATRASO_90;2022-07-22;2695.09
2465;6585;8523;CALOTE;2022-08-21;1796.72
2466;7298;8529;ATRASO_60;2023-10-16;2436.7
2467;7298;8529;ATRASO_90;2023-11-15;1827.53
2468;7298;8529;CALOTE;2023-12-15;1218.35
2469;3948;8535;ATRASO_30;2022-11-11;7628.8
2470;3948;8535;ATRASO_90;2023-01-10;4577.28
2471;3948;8535;CALOTE;2023-02-09;3051.52
2472;9313;8536;ATRASO_30;2021-09-16;7823.76
2473;9313;8536;ATRASO_60;2021-10-16;6259.01
2474;9313;8536;ATRASO_90;2021-11-15;4694.26
2475;9313;8536;CALOTE;2021-12-15;3129.5
2476;1642;8537;ATRASO_60;2021-03-11;2958.99
2477;1642;8537;CALOTE;2021-05-10;1479.5
2478;5401;8538;ATRASO_60;2021-05-31;5988.28
2479;4994;8541;ATRASO_60;2023-03-28;2262.6
2480;4994;8541;ATRASO_90;2023-04-27;1696.95
2481;4994;8541;CALOTE;2023-05-27;1131.3
2482;2940;8543;ATRASO_30;2025-01-08;6634.9
2483;2940;8543;ATRASO_60;2025-02-07;5307.92
2484;2940;8543;CALOTE;2025-04-08;2653.96
2485;8806;8552;ATRASO_30;2021-07-07;4669.2
2486;8806;8552;ATRASO_90;2021-09-05;2801.52
2487;3857;8556;ATRASO_30;2021-07-05;3686.23
2488;3857;8556;ATRASO_90;2021-09-03;2211.74
2489;5787;8566;ATRASO_30;2025-01-26;5549.88
2490;5787;8566;ATRASO_90;2025-03-27;3329.93
2491;3352;8598;ATRASO_30;2022-06-20;7764.86
2492;3352;8598;ATRASO_60;2022-07-20;6211.89
2493;3352;8598;ATRASO_90;2022-08-19;4658.92
2494;3352;8598;CALOTE;2022-09-18;3105.94
2495;4396;8610;ATRASO_30;2022-07-30;2535.65
2496;4396;8610;CALOTE;2022-10-28;1014.26
2497;5234;8627;ATRASO_30;2023-05-31;1380.26
2498;5234;8627;ATRASO_60;2023-06-30;1104.21
2499;5234;8627;CALOTE;2023-08-29;552.1
2500;7046;8659;ATRASO_30;2021-04-27;15374.93
2501;7046;8659;ATRASO_60;2021-05-27;12299.94
2502;7046;8659;ATRASO_90;2021-06-26;9224.96
2503;7046;8659;CALOTE;2021-07-26;6149.97
2504;811;8673;ATRASO_30;2021-07-06;12586.71
2505;811;8673;ATRASO_60;2021-08-05;10069.37
2506;811;8673;ATRASO_90;2021-09-04;7552.03
2507;811;8673;CALOTE;2021-10-04;5034.68
2508;8619;8697;ATRASO_30;2023-03-18;6982.13
2509;8619;8697;ATRASO_60;2023-04-17;5585.7
2510;8619;8697;ATRASO_90;2023-05-17;4189.28
2511;8619;8697;CALOTE;2023-06-16;2792.85
2512;9816;8700;ATRASO_30;2022-03-24;6749.95
2513;9816;8700;ATRASO_60;2022-04-23;5399.96
2514;9816;8700;ATRASO_90;2022-05-23;4049.97
2515;2875;8708;ATRASO_30;2021-09-26;12084.42
2516;2875;8708;ATRASO_90;2021-11-25;7250.65
2517;2875;8708;CALOTE;2021-12-25;4833.77
2518;4986;8727;ATRASO_90;2025-01-16;363.05
2519;2941;8746;ATRASO_30;2025-01-03;2887.45
2520;2941;8746;ATRASO_90;2025-03-04;1732.47
2521;2941;8746;CALOTE;2025-04-03;1154.98
2522;4581;8748;ATRASO_30;2024-10-20;2516.98
2523;4581;8748;ATRASO_60;2024-11-19;2013.58
2524;9982;8756;ATRASO_30;2023-04-05;1072.97
2525;9982;8756;ATRASO_90;2023-06-04;643.78
2526;9982;8756;CALOTE;2023-07-04;429.19
2527;3214;8770;ATRASO_90;2021-04-16;3585.54
2528;8956;8777;ATRASO_30;2023-12-09;7288.8
2529;4462;8779;ATRASO_30;2024-05-29;1183.07
2530;4462;8779;ATRASO_60;2024-06-28;946.46
2531;4462;8779;ATRASO_90;2024-07-28;709.84
2532;4462;8779;CALOTE;2024-08-27;473.23
2533;1301;8790;ATRASO_30;2021-11-07;3221.73
2534;1301;8790;ATRASO_60;2021-12-07;2577.38
2535;1301;8790;ATRASO_90;2022-01-06;1933.04
2536;1301;8790;CALOTE;2022-02-05;1288.69
2537;2367;8814;ATRASO_30;2021-07-25;1537.29
2538;8923;8821;ATRASO_60;2023-03-29;5150.84
2539;8923;8821;CALOTE;2023-05-28;2575.42
2540;9704;8831;ATRASO_30;2024-08-07;13276.57
2541;9704;8831;ATRASO_60;2024-09-06;10621.26
2542;9584;8832;ATRASO_60;2024-02-17;5733.83
2543;9584;8832;CALOTE;2024-04-17;2866.92
2544;1720;8833;ATRASO_30;2021-06-03;2801.07
2545;1720;8833;ATRASO_90;2021-08-02;1680.64
2546;1720;8833;CALOTE;2021-09-01;1120.43
2547;9588;8839;ATRASO_30;2023-05-14;4539.25
2548;9588;8839;ATRASO_60;2023-06-13;3631.4
2549;9588;8839;ATRASO_90;2023-07-13;2723.55
2550;9588;8839;CALOTE;2023-08-12;1815.7
2551;1888;8843;ATRASO_30;2024-12-17;1440.7
2552;1888;8843;CALOTE;2025-03-17;576.28
2553;3214;8852;ATRASO_30;2021-03-12;7765.33
2554;3214;8852;ATRASO_90;2021-05-11;4659.2
2555;5799;8857;ATRASO_30;2024-09-14;3250.46
2556;5799;8857;ATRASO_60;2024-10-14;2600.37
2557;5799;8857;ATRASO_90;2024-11-13;1950.28
2558;5799;8857;CALOTE;2024-12-13;1300.18
2559;610;8872;ATRASO_30;2021-02-02;944.07
2560;610;8872;ATRASO_60;2021-03-04;755.26
2561;610;8872;ATRASO_90;2021-04-03;566.44
2562;8471;8874;ATRASO_30;2022-12-19;5212.75
2563;8471;8874;ATRASO_60;2023-01-18;4170.2
2564;8471;8874;CALOTE;2023-03-19;2085.1
2565;2939;8881;ATRASO_60;2021-11-02;1519.01
2566;2939;8881;ATRASO_90;2021-12-02;1139.26
2567;2939;8881;CALOTE;2022-01-01;759.5
2568;5899;8890;ATRASO_30;2023-12-04;7619.85
2569;5899;8890;ATRASO_60;2024-01-03;6095.88
2570;5899;8890;ATRASO_90;2024-02-02;4571.91
2571;1486;8891;ATRASO_30;2022-09-23;6004.04
2572;1486;8891;ATRASO_90;2022-11-22;3602.42
2573;1486;8891;CALOTE;2022-12-22;2401.62
2574;2585;8925;ATRASO_60;2021-12-25;2147.02
2575;5890;8930;ATRASO_30;2024-01-02;2437.65
2576;5890;8930;ATRASO_60;2024-02-01;1950.12
2577;5890;8930;ATRASO_90;2024-03-02;1462.59
2578;5890;8930;CALOTE;2024-04-01;975.06
2579;69;8933;ATRASO_30;2023-12-19;5471.69
2580;69;8933;ATRASO_60;2024-01-18;4377.35
2581;69;8933;ATRASO_90;2024-02-17;3283.01
2582;69;8933;CALOTE;2024-03-18;2188.68
2583;1586;8944;ATRASO_60;2021-10-16;1989.18
2584;1586;8944;CALOTE;2021-12-15;994.59
2585;8303;8957;ATRASO_30;2022-07-23;30258.82
2586;8303;8957;ATRASO_90;2022-09-21;18155.29
2587;8303;8957;CALOTE;2022-10-21;12103.53
2588;2617;8972;ATRASO_60;2022-12-24;6102.23
2589;2617;8972;ATRASO_90;2023-01-23;4576.67
2590;4638;8992;ATRASO_30;2021-11-29;2536.83
2591;4638;8992;ATRASO_90;2022-01-28;1522.1
2592;4638;8992;CALOTE;2022-02-27;1014.73
2593;2483;8997;ATRASO_30;2022-03-24;2244.31
2594;2483;8997;ATRASO_60;2022-04-23;1795.45
2595;2483;8997;ATRASO_90;2022-05-23;1346.59
2596;2483;8997;CALOTE;2022-06-22;897.72
2597;4290;9001;ATRASO_30;2022-10-04;4054.66
2598;4290;9001;ATRASO_60;2022-11-03;3243.73
2599;4290;9001;CALOTE;2023-01-02;1621.86
2600;9329;9009;ATRASO_30;2024-08-20;2083.83
2601;9329;9009;ATRASO_60;2024-09-19;1667.06
2602;2446;9013;ATRASO_30;2024-09-12;4545.53
2603;2446;9013;ATRASO_90;2024-11-11;2727.32
2604;2446;9013;CALOTE;2024-12-11;1818.21
2605;8912;9017;ATRASO_60;2024-04-30;4520.14
2606;8912;9017;ATRASO_90;2024-05-30;3390.11
2607;8912;9017;CALOTE;2024-06-29;2260.07
2608;5196;9020;ATRASO_30;2022-11-21;1300.84
2609;5196;9020;ATRASO_60;2022-12-21;1040.67
2610;5196;9020;ATRASO_90;2023-01-20;780.5
2611;7821;9035;ATRASO_30;2024-09-12;12701.36
2612;7821;9035;CALOTE;2024-12-11;5080.54
2613;9008;9040;ATRASO_60;2023-09-15;2467.12
2614;3128;9041;ATRASO_90;2022-09-16;1767.92
2615;3128;9041;CALOTE;2022-10-16;1178.61
2616;6350;9043;ATRASO_30;2022-08-10;4561.27
2617;6350;9043;ATRASO_60;2022-09-09;3649.02
2618;6350;9043;ATRASO_90;2022-10-09;2736.76
2619;7293;9044;ATRASO_30;2021-10-15;5022.54
2620;7293;9044;ATRASO_90;2021-12-14;3013.52
2621;7293;9044;CALOTE;2022-01-13;2009.02
2622;9538;9047;ATRASO_30;2023-01-29;1167.59
2623;9538;9047;ATRASO_60;2023-02-28;934.07
2624;9538;9047;ATRASO_90;2023-03-30;700.55
2625;9538;9047;CALOTE;2023-04-29;467.04
2626;2446;9049;ATRASO_60;2021-06-25;2852.11
2627;2446;9049;ATRASO_90;2021-07-25;2139.08
2628;2446;9049;CALOTE;2021-08-24;1426.06
2629;8127;9051;ATRASO_30;2021-09-25;10934.16
2630;8127;9051;ATRASO_60;2021-10-25;8747.33
2631;8127;9051;ATRASO_90;2021-11-24;6560.5
2632;1501;9058;ATRASO_30;2024-09-17;1563.19
2633;1501;9058;ATRASO_90;2024-11-16;937.91
2634;4912;9064;ATRASO_60;2023-07-20;2615.82
2635;4912;9064;ATRASO_90;2023-08-19;1961.86
2636;4912;9064;CALOTE;2023-09-18;1307.91
2637;3225;9072;ATRASO_30;2023-01-30;1691.66
2638;3225;9072;ATRASO_60;2023-03-01;1353.33
2639;3225;9072;ATRASO_90;2023-03-31;1015.0
2640;3225;9072;CALOTE;2023-04-30;676.66
2641;992;9078;ATRASO_30;2022-03-18;7463.96
2642;992;9078;ATRASO_60;2022-04-17;5971.17
2643;6266;9079;ATRASO_30;2023-03-20;18497.17
2644;2797;9080;ATRASO_30;2021-05-13;6499.1
2645;2797;9080;ATRASO_90;2021-07-12;3899.46
2646;2797;9080;CALOTE;2021-08-11;2599.64
2647;9215;9090;ATRASO_60;2021-03-10;4001.25
2648;9215;9090;ATRASO_90;2021-04-09;3000.94
2649;9215;9090;CALOTE;2021-05-09;2000.62
2650;8284;9095;ATRASO_60;2022-03-21;1843.82
2651;8284;9095;ATRASO_90;2022-04-20;1382.87
2652;8284;9095;CALOTE;2022-05-20;921.91
2653;9391;9105;ATRASO_60;2022-08-05;694.21
2654;9391;9105;ATRASO_90;2022-09-04;520.66
2655;4247;9124;ATRASO_30;2024-06-24;13527.76
2656;4247;9124;ATRASO_60;2024-07-24;10822.21
2657;4247;9124;ATRASO_90;2024-08-23;8116.66
2658;4694;9142;ATRASO_30;2022-02-08;5934.15
2659;4530;9144;ATRASO_30;2023-02-15;7276.02
2660;4530;9144;ATRASO_60;2023-03-17;5820.82
2661;4530;9144;ATRASO_90;2023-04-16;4365.61
2662;4530;9144;CALOTE;2023-05-16;2910.41
2663;5231;9163;ATRASO_30;2021-09-29;5172.45
2664;5231;9163;ATRASO_60;2021-10-29;4137.96
2665;5231;9163;ATRASO_90;2021-11-28;3103.47
2666;5231;9163;CALOTE;2021-12-28;2068.98
2667;8399;9175;ATRASO_60;2023-08-13;5858.48
2668;8399;9175;ATRASO_90;2023-09-12;4393.86
2669;819;9178;ATRASO_30;2021-05-18;3551.25
2670;819;9178;ATRASO_60;2021-06-17;2841.0
2671;819;9178;ATRASO_90;2021-07-17;2130.75
2672;5740;9189;ATRASO_30;2023-06-05;5870.19
2673;5740;9189;ATRASO_60;2023-07-05;4696.15
2674;5740;9189;ATRASO_90;2023-08-04;3522.11
2675;5740;9189;CALOTE;2023-09-03;2348.08
2676;6659;9193;ATRASO_60;2022-09-29;10284.1
2677;6659;9193;ATRASO_90;2022-10-29;7713.07
2678;843;9200;ATRASO_60;2022-06-02;6309.02
2679;843;9200;ATRASO_90;2022-07-02;4731.76
2680;843;9200;CALOTE;2022-08-01;3154.51
2681;3403;9202;ATRASO_30;2024-07-01;5455.68
2682;3403;9202;ATRASO_60;2024-07-31;4364.54
2683;2429;9216;ATRASO_30;2023-11-02;14392.15
2684;2429;9216;ATRASO_60;2023-12-02;11513.72
2685;2429;9216;ATRASO_90;2024-01-01;8635.29
2686;2804;9227;ATRASO_30;2024-11-27;5430.26
2687;2804;9227;CALOTE;2025-02-25;2172.1
2688;2594;9232;ATRASO_60;2023-11-19;3628.58
2689;2594;9232;ATRASO_90;2023-12-19;2721.43
2690;2594;9232;CALOTE;2024-01-18;1814.29
2691;5382;9234;ATRASO_60;2023-07-01;1188.4
2692;5382;9234;ATRASO_90;2023-07-31;891.3
2693;5382;9234;CALOTE;2023-08-30;594.2
2694;2439;9273;ATRASO_60;2022-06-02;4234.71
2695;2439;9273;ATRASO_90;2022-07-02;3176.03
2696;7382;9293;ATRASO_30;2021-11-27;3138.51
2697;7382;9293;ATRASO_60;2021-12-27;2510.81
2698;7382;9293;ATRASO_90;2022-01-26;1883.11
2699;7382;9293;CALOTE;2022-02-25;1255.4
2700;1592;9309;ATRASO_30;2023-07-23;7215.94
2701;1592;9309;ATRASO_90;2023-09-21;4329.56
2702;1592;9309;CALOTE;2023-10-21;2886.38
2703;5879;9320;ATRASO_30;2021-08-17;19164.81
2704;5879;9320;ATRASO_60;2021-09-16;15331.85
2705;6795;9326;ATRASO_30;2023-12-06;4675.8
2706;6795;9326;ATRASO_90;2024-02-04;2805.48
2707;6795;9326;CALOTE;2024-03-05;1870.32
2708;498;9330;ATRASO_30;2022-09-07;5830.85
2709;498;9330;ATRASO_60;2022-10-07;4664.68
2710;4998;9339;ATRASO_30;2023-08-30;8647.16
2711;4998;9339;ATRASO_60;2023-09-29;6917.73
2712;977;9341;ATRASO_90;2024-02-21;1323.37
2713;977;9341;CALOTE;2024-03-22;882.24
2714;9581;9387;ATRASO_30;2024-12-18;2706.84
2715;9581;9387;ATRASO_90;2025-02-16;1624.1
2716;9581;9387;CALOTE;2025-03-18;1082.74
2717;7198;9393;ATRASO_30;2021-06-21;18338.1
2718;7198;9393;ATRASO_90;2021-08-20;11002.86
2719;7198;9393;CALOTE;2021-09-19;7335.24
2720;8437;9425;ATRASO_30;2021-04-26;3246.77
2721;8437;9425;ATRASO_60;2021-05-26;2597.42
2722;8437;9425;ATRASO_90;2021-06-25;1948.06
